TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),log10(p local),n_period_bins,μ(SNR | null),σ(SNR | null),sm_sf_grid,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,nst_samples,known_as
120317234,5999.01,6.883403043432859,4.903973584732277,0.0444742124697809,19.37989037088796,3.288,1.14803,1.27197,4.27701,-0.025323,6133.77,31.0,False,-10.052,-12.0476,99.0,5.267,0.266803,0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0012|-0.0051|-0.0228|-0.0974|-0.3213|-0.7143|-1.1870|-1.6709|-2.1438|-2.6020|-3.0462|-3.4777|-3.8977|-4.3074|-4.7075|-5.0988|-5.4820|-5.8576|-6.2261|-6.5879|-6.9435|-7.2931|-7.6371|-7.9757|-8.3092|-8.6379|-8.9620|-9.2816|-9.5969|-9.9082|-10.2155|-10.5190|-10.8189|-11.1153|-11.4083|-11.6980|-11.9844|-12.2679|-14.4224|-16.4250|-18.3019|-20.0725|-21.7515|-23.3500|-24.8775|-26.3412|-27.7475|-29.1016|-30.4080|-31.6705|-32.8926|-34.0772|-35.2270,1688.285547536669,0.0889484249395618,1.2317306692700611e-05,0.0022527315297129,0.0021093581589482,0.195,0.182,True,,5.228452|5.211669|5.229847|5.499613|4.987595|5.023580|5.236219|4.938700|5.201836|5.304597|5.231129|5.346061|5.211933|5.284230|5.452090|5.337339|5.586207|6.204428|5.325562|5.390597|5.421288|5.606550|5.177060|5.292899|5.167937|5.169817|5.190681|5.472895|5.028180|5.489901|5.153803|5.269939|5.656123|5.999346|5.523979|5.422649|5.086591|5.085162|5.461867|5.295805|4.993044|5.194310|5.423649|4.908406|4.853947|5.182555|5.041695|5.414953|5.654949|4.829156|4.969280|4.857384|5.067520|5.270354|4.989658|5.438039|5.642653|5.037862|5.084532|5.382248|5.210164|5.076716|5.425519|5.405262|5.241119|4.971603|4.951145|5.383213|5.306860|5.160896|5.258254|5.672539|5.074005|5.682593|5.109150|4.921791|5.002823|5.462690|5.461233|5.156302|5.132578|5.129072|5.149031|5.014698|5.386454|4.706036|5.173558|5.375196|4.773106|5.374631|5.749167|4.738482|5.485472|5.208249|5.266389|5.411751|5.590749|5.545102|6.028052|5.088198,
120487017,7361.01,8.221628829543487,5.734271533367256,0.0746338610505822,9.149695848936023,4.119,1.02759,1.06665,4.39075,0.0255671,5820.0,3.0,False,-0.261,-1.9686,51.0,4.8076,0.908947,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0035|-0.0545|-0.1468|-0.2411|-0.3353|-0.4293|-0.5231|-0.6167|-0.7101|-0.8033|-0.8963|-0.9891|-1.0817|-1.1742|-1.2664|-1.3585|-1.4504|-1.5421|-1.6336|-1.7249|-1.8160|-1.9070|-1.9977|-2.0883|-2.1787|-2.2690|-2.3590|-2.4489|-2.5386|-2.6281|-2.7175|-2.8066|-2.8956|-2.9844|-3.0731|-3.1616|-3.2499|-3.3380|-3.4259|-3.5137|-3.6013|-3.6888|-4.3784|-5.0577|-5.7271|-6.3868|-7.0372|-7.6784|-8.3109|-8.9348|-9.5503|-10.1578|-10.7573|-11.3492|-11.9337|-12.5109|-13.0810,1744.408892455042,0.1492677221011644,0.005397389409381,0.0058678382862603,0.0081838049306891,0.322,0.307,False,significance,3.946344|5.704358|3.944646|5.884533|4.008292|3.944649|4.005332|5.785074|5.785074|5.890020|4.049830|5.882807|4.008689|5.317412|5.847384|5.863639|5.882808|4.069881|5.879348|4.049825|5.882807|4.008741|4.008739|5.847329|3.948022|5.752500|4.012290|4.008701|3.948029|5.706932|4.049162|4.049825|3.948022|5.893446|3.948022|4.066963|4.066970|3.913777|5.847390|5.611577|5.893446|4.066962|3.950244|4.066963|5.861810|5.847390|4.049831|4.008741|5.882808|3.950244|4.066963|4.069881|5.879348|3.948022|4.115388|4.066970|3.950244|5.847384|5.893446|5.847390|5.876881|3.913777|5.874039|3.862207|4.069881|5.876881|3.913777|5.847381|5.888181|4.049827|5.611582|5.863639|3.862208|4.008689|4.008741|4.008699|3.950244|4.049827|5.879348|4.049831|4.066962|3.948029|4.049827|5.776665|5.893446|5.787918|5.893446|5.876881|5.882808|3.948022|5.888181|4.008703|5.499910|5.879348|3.913777|4.008741|4.012288,
120523488,4656.01,3.4391668948730367,0.0348104146628186,0.0330289191095652,24.609760737728152,6.317,0.831903,0.806838,4.54003,0.0921984,5081.09,21.0,False,-9.9331,-11.9374,101.0,5.2213,0.316843,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0007|-0.0020|-0.0061|-0.0184|-0.0557|-0.1570|-0.3714|-0.7064|-1.1180|-1.5542|-1.9853|-2.4013|-2.8015|-3.1871|-3.5598|-3.9212|-4.2723|-4.6143|-4.9479|-5.2739|-5.5928|-5.9051|-6.2113|-6.5117|-6.8068|-7.0968|-7.3821|-7.6628|-7.9392|-8.2116|-8.4800|-8.7448|-9.0060|-9.2638|-9.5183|-9.7697|-10.0181|-10.2636|-10.5063|-10.7463|-12.5695|-14.2641|-15.8550|-17.3597|-18.7911|-20.1589|-21.4709|-22.7332|-23.9507|-25.1277|-26.2676|-27.3735|-28.4478|-29.4929|-30.5107,1354.1684535048737,0.0660578382191304,3.101170504586024e-06,0.0020012844683486,0.0023499653257136,0.39,0.363,True,,5.306132|5.053034|5.371263|4.881801|4.836918|4.908906|4.976567|4.578233|5.316975|4.944507|5.802573|5.632923|4.828017|5.175893|5.031586|4.844469|5.327991|5.809010|5.381748|5.019762|5.457451|5.247609|5.357723|4.667667|6.131333|5.171877|5.177107|5.420344|5.518203|5.406781|5.903145|5.106862|5.483450|5.684780|5.556347|5.237310|5.452034|4.890148|5.250302|5.174736|5.143418|5.188962|5.686159|5.021547|5.148667|5.332602|5.508093|4.781358|5.187927|5.248495|4.748538|4.858982|5.587745|5.816099|4.830630|5.389187|5.498824|4.975870|5.673814|5.276315|5.306731|5.069813|4.789734|5.790373|5.147557|4.985593|5.292390|5.063329|4.910529|4.894819|4.874840|4.793339|5.246011|5.011676|5.341547|5.198913|5.095811|5.604957|5.536744|5.694787|4.781568|5.208201|5.087298|5.024339|5.235131|5.732034|4.687706|5.381272|4.728745|4.885102|5.117985|5.346558|5.333454|5.532026|5.547744|4.885961|4.834192|5.243363|5.508529|5.157262,
120610833,229.01,3.126079386713746,0.6483670517497284,0.0256186542227984,163.82205955146222,10.249,0.913633,0.884167,4.5028,0.316712,5240.62,27.0,False,-33.9144,-35.9144,100.0,5.0571,0.152717,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0008|-0.0057|-0.0415|-0.2664|-0.9982|-2.0529|-3.0854|-4.0336|-4.9107|-5.7311|-6.5053|-7.2406|-7.9425|-8.6155|-9.2628|-9.8872|-10.4911|-11.0762|-11.6444|-12.1969|-12.7349|-13.2596|-13.7719|-14.2725|-14.7623|-15.2418|-15.7117|-16.1726|-16.6248|-17.0688|-17.5052|-17.9341|-18.3560|-18.7712|-19.1799|-19.5825|-19.9792|-20.3702|-23.3013|-25.9690|-28.4280|-30.7160|-32.8602|-34.8810|-36.7946|-38.6135|-40.3482|-42.0072|-43.5979|-45.1263|-46.5978|-48.0169|-49.3877,1354.7722619382332,0.0512373084455968,3.852214356280414e-07,0.0001868700021721,0.0002700199455126,0.618,0.6,True,,4.524558|5.040930|4.950340|4.799325|4.901326|4.776894|4.918688|4.438798|4.902580|4.866888|4.994488|5.078775|4.910166|5.126679|4.910166|5.159319|5.224280|5.126679|5.126679|5.270195|4.910166|5.126679|5.234058|4.910166|5.126679|5.126679|4.910166|4.910166|4.984827|5.126679|5.160250|5.137046|5.039444|5.234831|4.910166|4.999457|5.126679|4.910166|5.126679|4.910166|5.126679|4.926943|4.910166|4.910166|4.910166|5.000864|5.126679|5.245989|5.126679|5.182797|5.110010|5.288318|5.126679|5.242585|5.126679|5.274095|5.073403|5.126679|5.058717|5.126679|5.188131|5.126679|5.126679|5.126679|5.286280|5.126679|4.998276|4.910166|5.126679|5.126679|4.867735|5.126679|4.910166|5.245744|4.942072|5.126679|4.910166|5.126679|5.100884|4.910166|5.126679|5.126679|5.102167|5.153204|5.005867|5.126679|5.469304|5.126679|5.120829|4.950728|5.072785|5.126679|5.126679|5.057682|5.126679|5.262094|5.272421|4.867874|4.910166|5.176875,
120692092,5984.01,3.4130334601257624,1.4943589674147824,0.0522314061070191,13.402859775655688,5.625,0.894831,0.875875,4.5059,0.0213646,5410.0,44.0,False,-6.7715,-8.74,93.0,5.7747,0.360604,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0004|-0.0011|-0.0026|-0.0064|-0.0159|-0.0397|-0.0973|-0.2274|-0.4811|-0.8889|-1.4242|-2.0112|-2.5837|-3.1176|-3.6134|-4.0775|-4.5158|-4.9329|-5.3321|-5.7158|-6.0862|-6.4448|-6.7927|-7.1312|-7.4610|-7.7829|-8.0975|-8.4054|-8.7071|-9.0030|-9.2934|-9.5787|-9.8592|-10.1352|-10.4069|-10.6745|-10.9383|-11.1984|-11.4549|-13.3867|-15.1615|-16.8144|-18.3685|-19.8399|-21.2405|-22.5792|-23.8633|-25.0985|-26.2896|-27.4405|-28.5546|-29.6347|-30.6835|-31.7031,2392.154734196756,0.1044628122140382,1.768569988666993e-05,0.0025471740125078,0.0045218757653089,6.523,6.469,True,,5.738557|5.470449|5.362983|6.065781|5.962996|6.019084|6.080140|5.387003|5.111352|5.343752|5.584544|6.165360|5.800972|6.081089|6.339366|6.019699|6.090532|6.334588|5.431596|6.193170|5.619714|6.048041|5.552452|5.765359|5.462931|6.062690|5.598653|5.571030|5.800189|5.054481|5.797480|4.999110|5.866197|5.035874|6.302781|5.344574|5.593820|5.631553|5.705846|5.827290|5.399067|5.549684|6.389542|5.996369|5.547815|5.361137|6.063151|5.708865|5.474534|6.302898|6.241243|5.259492|5.279298|5.729375|6.011255|5.413622|6.164263|5.695677|5.891987|5.918702|5.399683|5.956331|6.041579|6.060412|5.797888|6.125603|5.478215|6.057864|5.738837|5.430454|6.085463|6.125526|5.838896|6.187532|5.199932|5.890741|6.185623|5.766149|5.350490|5.621110|6.318177|5.796905|4.946107|6.097981|6.059809|6.213784|5.453932|6.084871|5.844954|5.490093|5.257594|5.558449|5.622985|5.804996|6.537536|5.816926|6.527194|5.406163|6.143435|5.530453,
120757718,1236.01,3.030068094831721,3.023008935437806,0.0454775561331668,573.6703761927489,12.627,0.859399,0.832653,4.53153,0.135026,5176.98,57.0,False,-28.6166,-30.6122,99.0,5.1372,0.265291,0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0020|-0.0099|-0.0498|-0.2083|-0.5629|-1.0342|-1.5297|-2.0174|-2.4915|-2.9520|-3.4001|-3.8369|-4.2631|-4.6798|-5.0875|-5.4868|-5.8783|-6.2625|-6.6398|-7.0105|-7.3751|-7.7337|-8.0867|-8.4344|-8.7770|-9.1147|-9.4476|-9.7761|-10.1002|-10.4202|-10.7361|-11.0482|-11.3565|-11.6612|-11.9623|-12.2601|-12.5546|-12.8459|-15.0593|-17.1139|-19.0369|-20.8481|-22.5629|-24.1933|-25.7489|-27.2378|-28.6665|-30.0408|-31.3653|-32.6442|-33.8812|-35.0793|-36.2414,1686.384107247175,0.0909551122663336,2.353742543794246e-07,9.92813683259353e-05,9.39897852171305e-05,0.68,0.635,True,,5.380340|5.048586|5.011217|5.002769|5.005109|4.782596|4.775380|4.896347|4.832791|5.286243|5.144686|4.914240|5.381839|5.100941|5.447796|5.198108|4.899604|5.056344|4.999174|5.302013|5.560187|5.017654|5.369908|4.965567|5.011972|5.043509|5.165868|5.572593|5.239051|5.060505|5.237698|5.348929|5.027406|4.981622|4.640120|5.169607|5.300332|5.154415|4.864678|4.873327|5.238490|4.918908|5.137482|5.464527|5.129987|5.130260|5.392172|5.377794|5.025595|6.547121|4.795833|5.302036|4.846694|5.161643|5.082914|5.050037|5.158566|4.716659|5.125584|5.019505|5.057697|5.307044|5.108809|5.084137|5.270663|5.048489|4.749494|5.377504|5.351530|5.451797|5.063190|5.333416|5.235440|5.938792|5.017703|5.258393|4.985655|5.067609|4.680440|4.909634|5.173989|5.178129|5.260094|4.792953|5.306807|5.146280|5.300079|5.203058|5.308096|5.002825|4.684897|5.180537|5.084251|4.981579|4.938130|5.279061|5.053746|4.784799|5.631110|5.437126,
120826158,4495.01,5.183408230426769,4.434366517055569,0.0655022283204829,66.372450521075,3.949,1.19273,1.28574,4.29134,0.153604,6150.55,34.0,False,-14.7832,-16.7788,99.0,5.4996,0.330715,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0016|-0.0067|-0.0290|-0.1144|-0.3293|-0.6568|-1.0293|-1.4085|-1.7825|-2.1488|-2.5074|-2.8586|-3.2031|-3.5412|-3.8734|-4.2000|-4.5213|-4.8377|-5.1494|-5.4566|-5.7595|-6.0583|-6.3532|-6.6443|-6.9319|-7.2159|-7.4967|-7.7742|-8.0486|-8.3200|-8.5886|-8.8543|-9.1173|-9.3776|-9.6354|-9.8907|-10.1436|-12.0760|-13.8863|-15.5939|-17.2135|-18.7564|-20.2314|-21.6458|-23.0058|-24.3162|-25.5814|-26.8050|-27.9904|-29.1402|-30.2570|-31.3429,1687.795436338937,0.1310044566409658,4.0435578077656725e-06,0.0009356115236248,0.0011039306317482,0.2,0.174,True,,5.233880|5.062316|5.601850|6.263076|5.172885|5.842507|6.391897|5.127852|5.134255|6.195638|5.660533|5.180441|5.705100|5.132821|5.423615|5.430074|5.537137|5.512130|5.107205|5.378443|5.693643|5.446780|5.363966|5.602306|5.600849|5.327416|5.435630|5.302250|5.659513|5.538977|5.562608|5.215688|5.880657|5.356898|5.351244|5.653075|4.925523|5.229802|5.645985|5.249645|5.685371|4.958823|5.942999|5.176285|5.622722|5.102428|5.101624|5.500596|5.538558|5.954961|5.650331|5.857893|5.464192|5.330888|5.275312|5.337396|5.438119|5.224293|5.859245|5.536958|5.705874|5.550188|6.130107|5.191064|5.067258|4.913241|5.483666|5.525683|5.349980|5.420850|6.066360|6.592136|5.377951|5.692343|5.331761|5.474378|5.468995|5.551992|5.446066|5.296919|5.343374|6.249453|5.724368|5.364991|5.701858|5.311800|6.122189|5.538457|5.121067|5.464435|5.660042|5.863745|5.321047|5.581334|6.100277|5.529140|5.268370|5.102791|4.835378|5.425611,
120826158,4495.02,2.569158287453293,2.426332338515929,0.0866920752319111,25.005992321670448,2.072,1.19273,1.28574,4.29134,0.153604,6150.55,64.0,False,-10.9451,-12.9407,99.0,5.455,0.292754,0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0005|-0.0020|-0.0081|-0.0337|-0.1290|-0.3709|-0.7516|-1.1928|-1.6424|-2.0829|-2.5112|-2.9276|-3.3331|-3.7287|-4.1153|-4.4936|-4.8642|-5.2276|-5.5844|-5.9349|-6.2795|-6.6185|-6.9522|-7.2809|-7.6048|-7.9242|-8.2392|-8.5500|-8.8569|-9.1599|-9.4592|-9.7549|-10.0472|-10.3362|-10.6220|-10.9047|-11.1844|-11.4613|-13.5692|-15.5338|-17.3798|-19.1252|-20.7838|-22.3662|-23.8810|-25.3352|-26.7348|-28.0847|-29.3891|-30.6517|-31.8756|-33.0637|-34.2184,1685.7874021603973,0.1733841504638222,5.45910141544233e-06,0.0024175347285745,0.0020813630099423,0.111,0.097,False,snrd,5.348382|5.676056|6.449360|5.523394|5.281826|5.577137|5.458199|5.790343|5.596933|5.071322|6.078476|5.552102|5.887624|5.139171|5.376668|5.187958|5.909180|4.969206|5.957415|5.362026|5.341154|5.272638|5.526744|5.017797|5.432094|5.493159|5.549236|5.751640|5.495758|5.390671|5.645477|5.242876|5.498296|5.138480|5.550296|5.064055|5.474868|5.191177|5.034226|5.367492|5.704826|5.610315|5.900645|5.503933|5.412444|5.137905|5.192814|5.396841|5.305026|5.530841|5.434874|5.088623|5.388951|6.087090|5.077826|5.568276|6.170593|6.089718|5.381857|5.816122|5.639590|4.900485|5.392219|5.208540|5.124148|5.441972|5.490588|5.503284|5.294837|5.412977|4.854859|5.517587|5.369926|5.279075|5.641216|5.783993|4.996634|5.164037|5.864139|5.359406|5.272901|5.636432|5.270985|5.240677|5.658444|5.009113|5.747226|5.641583|5.388937|5.206918|5.266367|5.272228|5.693852|5.785315|5.386844|5.676944|5.617971|5.521747|5.292227|5.205205,
120896927,402.01,4.755991402632085,1.7367198838332565,0.0521872913647452,43.95098749302997,1.691,0.834704,0.823091,4.52579,0.0525251,5160.53,27.0,False,-12.2027,-14.207,101.0,5.6801,0.375726,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0008|-0.0022|-0.0065|-0.0192|-0.0566|-0.1547|-0.3569|-0.6669|-1.0446|-1.4463|-1.8467|-2.2368|-2.6148|-2.9814|-3.3375|-3.6843|-4.0225|-4.3530|-4.6763|-4.9930|-5.3036|-5.6084|-5.9078|-6.2021|-6.4916|-6.7765|-7.0572|-7.3337|-7.6063|-7.8752|-8.1405|-8.4023|-8.6608|-8.9162|-9.1685|-9.4179|-9.6644|-9.9081|-11.7590|-13.4769|-15.0865|-16.6053|-18.0463|-19.4198|-20.7337|-21.9945|-23.2077|-24.3777|-25.5084|-26.6030|-27.6645|-28.6952|-29.6973,1387.681032845253,0.1043745827294904,2.752511373571236e-06,0.0007252662399155,0.0012937997896677,0.102,0.095,True,,5.972216|6.208357|6.700899|6.566354|6.720612|6.376908|6.388921|6.183115|6.353018|6.472813|5.861199|5.133491|5.330757|5.561639|5.600763|5.973968|5.561537|5.141633|5.169121|5.865069|5.312949|5.621308|5.622984|5.841312|5.117798|5.929863|5.867052|5.702472|5.129920|5.711739|5.109787|5.443366|4.976860|4.982040|5.315264|5.001861|6.048323|5.704556|5.544993|5.288857|5.688534|5.753267|5.381827|5.709171|5.872860|5.020605|5.818820|5.563288|5.976957|5.565350|6.090659|6.077959|5.572615|5.628177|5.567223|5.705999|5.872327|5.472512|5.699216|5.871137|5.339032|5.708715|5.674747|5.257597|5.700839|5.364709|5.630189|5.729848|6.173095|5.901533|6.153425|5.225661|5.643682|5.541271|5.295708|5.583699|5.997663|5.406857|5.747609|5.610601|5.250406|5.678595|6.002175|5.716716|5.947895|5.344006|6.102953|6.084583|5.780435|5.920659|5.504148|5.823889|5.836650|5.344929|5.504443|5.438216|5.616845|5.571595|5.145772|5.381456,
120896927,402.02,17.180795100377487,11.425046409374303,0.0416522344512964,29.84104500427468,1.956,0.834704,0.823091,4.52579,0.0525251,5160.53,9.0,False,-3.1913,-5.1956,101.0,5.8339,0.739018,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0018|-0.0089|-0.0479|-0.1396|-0.2567|-0.3820|-0.5097|-0.6376|-0.7652|-0.8922|-1.0185|-1.1440|-1.2689|-1.3931|-1.5167|-1.6397|-1.7620|-1.8838|-2.0050|-2.1256|-2.2457|-2.3653|-2.4843|-2.6028|-2.7209|-2.8384|-2.9555|-3.0721|-3.1883|-3.3040|-3.4192|-3.5340|-3.6484|-3.7624|-3.8759|-3.9890|-4.1018|-4.9845|-5.8443|-6.6830|-7.5023|-8.3033|-9.0872|-9.8550|-10.6075|-11.3455|-12.0696|-12.7806|-13.4789|-14.1652|-14.8399|-15.5034,1397.369359370794,0.0833044689025928,1.1306819256170458e-05,0.0009289312792189,0.0014947681165855,0.129,0.124,False,snrd,8.125164|7.467581|7.612081|7.609508|7.755690|7.614592|6.918691|7.130096|7.270556|7.536896|6.422446|6.169670|6.281830|4.950982|6.485726|5.708797|4.968176|6.414771|5.194216|4.832410|6.090346|5.122679|5.205516|5.100822|6.370387|5.745094|5.192693|5.751555|5.228731|5.128925|5.268228|5.745094|5.008490|5.705496|5.142650|5.002625|6.208868|6.281830|5.347984|5.745094|4.910419|6.120832|6.933775|5.582173|6.328024|5.023548|5.790043|5.317080|5.199054|5.100822|5.453161|6.370387|5.634924|5.128925|5.745094|6.048053|6.399288|5.837632|6.485726|5.713589|6.046095|5.357848|5.863446|5.158732|5.368705|5.003297|5.836912|5.165929|5.800073|6.014785|5.836912|5.552190|6.450175|5.155443|5.708797|5.668002|5.236457|5.720792|6.425903|6.014785|4.968176|5.831253|5.307168|5.074593|5.296371|4.971977|5.538416|5.531624|6.391462|5.838228|5.538416|4.921851|6.090346|6.501211|6.090346|5.815455|5.750810|6.152541|5.268628|5.143631,
120916706,263.01,0.5568075845921986,0.2265426382699037,0.0153482772163104,51.718965852136506,9.555,0.428379,0.451657,4.75989,0.0890236,3477.62,184.0,False,-12.6868,-14.6911,101.0,5.472,0.374881,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0009|-0.0024|-0.0068|-0.0197|-0.0568|-0.1517|-0.3427|-0.6317|-0.9835|-1.3597|-1.7369|-2.1059|-2.4645|-2.8129|-3.1519|-3.4825|-3.8054|-4.1213|-4.4307|-4.7341|-5.0320|-5.3247|-5.6125|-5.8957|-6.1745|-6.4493|-6.7202|-6.9873|-7.2509|-7.5111|-7.7681|-8.0219|-8.2728|-8.5208|-8.7660|-9.0086|-9.2486|-9.4861|-9.7212|-11.5136|-13.1880|-14.7654|-16.2607|-17.6851|-19.0473|-20.3544|-21.6119|-22.8247|-23.9967|-25.1313|-26.2315|-27.2998|-28.3384|-29.3494,1386.1709383086777,0.0306965544326208,1.230769617257834e-07,0.0005056758361005,0.0005320482571399,0.96,0.928,True,,4.964515|5.256229|5.159865|5.839832|5.633835|5.672521|4.960584|5.006634|5.196460|4.905272|6.073528|6.515844|5.271286|5.496676|5.040524|4.783542|5.388443|5.564009|5.842771|5.569055|5.543232|5.645493|5.616868|5.486918|5.828298|5.649448|5.753230|5.439221|5.120554|5.437419|5.508487|5.420203|5.189434|5.641393|5.765285|5.423779|5.399943|5.219247|5.408676|5.598173|6.074472|5.986861|5.671554|5.919954|5.349194|5.788751|5.050001|5.314847|5.398721|5.210042|6.083407|5.490490|5.517901|5.263594|6.069445|5.320623|5.258726|5.221354|4.959874|5.484778|5.465065|6.103821|5.853988|5.246269|5.169958|5.174506|5.317736|5.345012|5.640756|5.450947|5.808205|5.981473|5.642967|5.936099|4.835060|5.581671|5.538120|6.084212|5.525933|4.752437|6.084549|5.080453|4.992085|5.407386|5.092869|6.795092|5.228834|5.299379|5.735103|5.782249|5.557631|5.108152|5.501208|4.954015|5.339793|5.159769|5.094541|4.796961|5.920663|5.147651,
120960812,1237.01,12.720368935752104,4.356915547674338,0.0509764709035257,31.19724790394056,4.991,1.17669,1.2832,4.28324,-0.0404527,6273.89,14.0,False,-12.8652,-14.8608,99.0,5.4637,0.286892,0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0007|-0.0025|-0.0091|-0.0327|-0.1137|-0.3313|-0.7262|-1.2355|-1.7720|-2.2923|-2.7877|-3.2601|-3.7127|-4.1484|-4.5693|-4.9771|-5.3731|-5.7585|-6.1342|-6.5009|-6.8593|-7.2101|-7.5537|-7.8906|-8.2212|-8.5458|-8.8648|-9.1785|-9.4871|-9.7908|-10.0900|-10.3847|-10.6753|-10.9618|-11.2444|-11.5233|-11.7987|-12.0705|-14.1233|-16.0125|-17.7701|-19.4187|-20.9748|-22.4511|-23.8576|-25.2021|-26.4912|-27.7303|-28.9241|-30.0764|-31.1907|-32.2697|-33.3162,1687.7177947424486,0.1019529418070514,1.4037169007374352e-05,0.0013351869994878,0.0017383177540371,0.266,0.254,True,,5.271461|5.356433|5.360487|5.330139|5.160736|5.182111|5.449275|5.127566|5.691763|5.572690|5.528111|5.833557|5.157428|5.577691|5.473472|5.161925|5.509965|5.483755|5.455334|5.905772|5.465813|5.474660|5.549565|5.847522|5.923014|4.853595|5.861089|4.941986|5.051197|5.667351|5.860412|5.250467|5.532368|5.180031|5.590013|5.590568|5.524041|5.385542|5.920792|5.613289|5.415200|5.044012|5.817456|5.567695|5.588372|5.300835|5.210068|5.391084|5.218216|5.361203|5.216030|5.810379|5.491214|5.663439|5.335103|5.842081|6.118140|5.527207|5.712195|5.024920|6.376847|5.405618|5.374537|5.235640|5.552380|5.522477|5.645753|5.372296|5.305762|5.484774|5.139831|5.572487|4.975266|5.415533|5.162701|6.184324|5.483899|5.366844|5.654066|5.668983|5.071782|4.865874|5.233207|5.987430|5.720700|5.655642|5.700120|5.249129|5.576312|5.583274|5.118607|5.406545|4.943070|5.754300|5.431847|5.527465|5.351660|5.076540|5.529494|5.357149,
