TIC,TOI,Period,Phase,Tau,SNR,Radius_planet,Mass,Radius,logg,FEH,Teff,Number of Valid Transits,Has Visible TTVs,log10(p value),log10(p local),n_period_bins,μ(SNR | null),σ(SNR | null),sm_sf_grid,Epoch,Duration,err_Period,err_Epoch,err_Duration,Radius_planet_errp,Radius_planet_errm,passed_all_tests,failed_tests,nst_samples,known_as
387544178,5331.01,22.754692240962545,14.756299101558588,0.0623729142567224,72.56439884188183,11.656,0.955661,0.897916,4.51424,0.0387326,5589.66,7.0,False,-44.2315,-46.2271,99.0,5.4524,0.067013,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0067|-0.4038|-3.3543|-5.9161|-7.8782|-9.5354|-10.9991|-12.3253|-13.5473|-14.6866|-15.7580|-16.7723|-17.7378|-18.6607|-19.5462|-20.3983|-21.2203|-22.0151|-22.7851|-23.5323|-24.2585|-24.9652|-25.6539|-26.3256|-26.9814|-27.6224|-28.2494|-28.8631|-29.4643|-30.0536|-30.6316|-31.1988|-31.7558|-32.3029|-36.3498|-39.9564|-43.2230|-46.2164|-48.9842|-51.5616|-53.9756|-56.2476|-58.3948|-60.4313|-62.3687|-64.2169|-65.9843|-67.6781|-69.3046,1425.7032444967265,0.1247458285134448,2.2807831715221668e-05,0.0012751665729253,0.0010639599041499,0.561,0.504,True,,5.337273|5.307362|5.514596|5.514596|5.514596|5.307362|5.289968|5.514596|5.514596|5.289968|5.509417|5.509417|5.509417|5.509417|5.509417|5.415953|5.509417|5.427466|5.509417|5.363628|5.349442|5.372357|5.508703|5.415953|5.376717|5.415953|5.509417|5.360387|5.415953|5.415953|5.509417|5.509417|5.415953|5.349442|5.509417|5.407636|5.509417|5.509417|5.429138|5.509417|5.372357|5.509417|5.509417|5.509417|5.344989|5.509417|5.509417|5.509417|5.509417|5.509417|5.509417|5.429138|5.509417|5.427466|5.509417|5.415953|5.509417|5.509417|5.509417|5.415953|5.509417|5.509417|5.365896|5.415953|5.509417|5.427466|5.415953|5.427466|5.509417|5.415953|5.354281|5.509417|5.415953|5.338006|5.429138|5.509417|5.509417|5.508703|5.509417|5.350071|5.365897|5.509417|5.415953|5.509417|5.509417|5.350071|5.509417|5.509417|5.509417|5.415953|5.509417|5.415953|5.362086|5.509417|5.509417|5.415953|5.509417|5.415953|5.415953|5.415953,
387690507,530.01,6.387590386231051,1.9143942231604776,0.0444636355563065,52.83404356168522,8.772,0.528841,0.554972,4.66896,0.229468,3666.47,28.0,False,-15.2584,-17.2584,100.0,6.0476,0.349787,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0003|-0.0009|-0.0027|-0.0081|-0.0247|-0.0742|-0.2064|-0.4810|-0.9032|-1.4117|-1.9391|-2.4511|-2.9398|-3.4062|-3.8534|-4.2839|-4.6999|-5.1031|-5.4947|-5.8760|-6.2478|-6.6109|-6.9661|-7.3137|-7.6545|-7.9888|-8.3170|-8.6395|-8.9565|-9.2685|-9.5755|-9.8779|-10.1759|-10.4697|-10.7594|-11.0453|-11.3274|-13.4546|-15.4093|-17.2269|-18.9317|-20.5412|-22.0684|-23.5238|-24.9155|-26.2502|-27.5336|-28.7703|-29.9644|-31.1192|-32.2379|-33.3230,1470.200098232258,0.088927271112613,3.5548362668292875e-06,0.0007630272016791,0.0008954676684907,0.594,0.574,True,,6.002137|6.240106|5.678637|6.954907|6.094449|5.421104|5.440301|6.132524|6.307120|6.289132|5.894763|5.664000|6.092905|6.857601|5.344484|6.185797|5.792213|6.056444|6.166599|5.728413|6.325557|5.974238|5.632527|5.808399|5.836252|5.757085|5.999330|6.209515|5.857672|6.285495|6.518683|6.273011|6.293954|5.950401|6.368063|6.098508|6.426192|6.036982|6.943140|6.529983|5.813759|6.306864|5.823461|5.903781|5.826351|5.684084|6.436757|6.131495|5.497962|6.725441|5.719534|5.850410|5.536923|6.030816|5.443978|6.348686|6.238898|5.282644|6.193216|6.112468|6.277834|6.356168|6.271974|5.978274|5.910780|5.841108|6.013109|5.659719|6.583257|5.895033|5.993279|6.299901|5.826445|6.054528|6.175221|6.327925|5.839105|6.490830|5.887539|6.203080|6.047932|6.061510|6.067350|6.008420|6.521368|5.798359|6.251597|6.270062|6.503093|5.935940|5.510762|5.812642|6.259985|5.269414|6.279507|5.631025|5.678867|6.113176|6.767901|5.705080,
387844266,5852.01,3.99523474435798,0.9570346151346524,0.0406068133996712,64.1702614556034,13.124,0.65624,0.663911,4.60979,-0.00651114,4348.0,4.0,False,-13.1988,-14.9064,51.0,5.0287,0.482802,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0002|-0.0003|-0.0006|-0.0011|-0.0019|-0.0033|-0.0059|-0.0104|-0.0185|-0.0330|-0.0585|-0.1031|-0.1786|-0.3013|-0.4883|-0.7522|-1.0939|-1.4988|-1.9401|-2.3894|-2.8276|-3.2466|-3.6452|-4.0246|-4.3869|-4.7340|-5.0677|-5.3893|-5.7000|-6.0009|-6.2927|-6.5761|-6.8517|-7.1200|-7.3816|-7.6368|-7.8859|-8.1293|-8.3673|-8.6001|-8.8281|-9.0513|-9.2700|-9.4844|-9.6947|-9.9010|-10.1035|-10.3024|-11.7677|-13.0632|-14.2306|-15.3021|-16.3019|-17.2474|-18.1503|-19.0189|-19.8589|-20.6744|-21.4682|-22.2428|-22.9999|-23.7409|-24.4669,3507.5190910923657,0.0812136267993424,0.0001982883514564,0.0006346417968736,0.0008964619058477,19.28,19.339,True,,4.267585|5.253529|4.346677|5.295036|4.924516|4.467247|5.114118|4.532062|5.164307|5.482225|5.937039|4.249466|5.480408|5.819361|5.116038|5.617691|5.613635|5.193041|5.032686|5.481027|4.928895|5.671724|4.930600|4.345210|5.092477|5.692340|4.499754|4.942850|4.750065|5.368963|4.714719|4.609958|4.609112|5.465017|5.165676|5.235147|4.614310|5.714623|5.819769|5.632614|5.004330|5.410007|4.713100|5.361310|4.437432|4.437394|4.498307|4.873170|5.275680|4.365082|4.962596|5.646342|5.035524|5.096748|4.829552|5.385015|4.466272|5.091383|5.310966|4.482702|5.587306|4.392403|5.167193|5.305404|5.522006|4.820776|5.877798|5.471409|5.314421|5.433846|4.668341|4.969186|5.441502|5.783565|4.149602|5.346090|5.128304|4.284935|5.506516|5.580479|5.299555|5.011702|5.207511|4.855540|4.279111|4.437432|5.958768|5.318709|4.207420|4.543435|4.560944|4.358405|4.343760|4.451312|4.930600|4.706696|5.314387|4.437432|4.358465|5.658850,
387933822,6193.01,2.8953326888364086,1.121138275956287,0.0879130000453654,44.41099401264205,16.636,1.30522,1.4712,4.20227,-0.0753681,6526.0,27.0,False,-12.8416,-14.7167,75.0,4.9356,0.361533,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0003|-0.0008|-0.0017|-0.0039|-0.0088|-0.0203|-0.0467|-0.1056|-0.2254|-0.4354|-0.7449|-1.1342|-1.5653|-2.0036|-2.4297|-2.8373|-3.2266|-3.5994|-3.9579|-4.3038|-4.6387|-4.9638|-5.2801|-5.5885|-5.8896|-6.1840|-6.4723|-6.7548|-7.0321|-7.3043|-7.5718|-7.8350|-8.0940|-8.3490|-8.6002|-8.8479|-9.0922|-9.3332|-9.5711|-9.8060|-10.0381|-10.2674|-10.4940|-10.7181|-12.4189|-13.9975|-15.4775|-16.8750|-18.2024|-19.4688|-20.6815|-21.8466|-22.9688|-24.0523|-25.1005|-26.1163|-27.1023|-28.0607|-28.9935,3368.8200605561115,0.1758260000907308,2.4308395366832906e-05,0.0013765130527424,0.0018333203601035,0.661,0.494,True,,5.193819|4.635685|4.927608|4.570311|4.451577|4.833185|4.490967|4.275654|4.407287|4.578947|4.793413|5.073244|5.119447|4.747294|4.687041|4.977891|5.271470|4.918547|4.942929|5.064938|4.835605|4.801087|5.322729|5.518394|4.926344|4.698139|4.929408|5.303376|5.088406|4.338425|4.869660|4.797706|5.350303|5.421396|4.836068|5.047960|4.065777|4.579011|5.515739|5.044367|4.831796|5.245897|4.860818|4.774950|4.765913|4.855480|5.026404|5.606170|4.835601|4.821659|5.688858|4.417513|5.206478|5.023330|4.897842|4.593986|5.429934|5.406799|4.510198|5.032268|5.071046|4.432971|4.687815|4.448061|4.963553|5.278623|5.270563|4.639866|5.518914|5.300909|4.449243|5.028736|4.871732|4.947094|4.562460|5.729016|5.726793|4.275773|5.340449|4.464640|5.086104|4.340298|5.214232|5.049274|5.575985|4.668045|4.609530|5.519454|5.186473|4.778801|5.358348|4.838852|5.226596|4.536919|4.852807|4.547406|4.766932|5.106299|4.933301|5.274236,
387974148,5551.01,2.405766952557337,0.5351362610320592,0.0280040201404799,10.875434922994517,2.102,0.537379,0.555056,4.67336,-0.0496054,3753.2,45.0,False,-4.3469,-6.2963,89.0,5.3796,0.356705,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0006|-0.0016|-0.0043|-0.0116|-0.0319|-0.0858|-0.2112|-0.4410|-0.7709|-1.1634|-1.5770|-1.9862|-2.3816|-2.7621|-3.1289|-3.4838|-3.8281|-4.1631|-4.4898|-4.8089|-5.1212|-5.4271|-5.7272|-6.0218|-6.3114|-6.5963|-6.8767|-7.1528|-7.4251|-7.6935|-7.9584|-8.2198|-8.4780|-8.7330|-8.9851|-9.2343|-9.4808|-9.7246|-9.9659|-10.2047|-12.0255|-13.7279|-15.3340|-16.8589|-18.3141|-19.7080|-21.0477|-22.3386|-23.5854|-24.7918|-25.9611|-27.0963|-28.1997|-29.2735|-30.3197,2474.7133626326045,0.0560080402809598,1.0196862810872613e-05,0.0021075602026772,0.0038126525437526,0.161,0.152,True,,5.631689|5.488740|4.878143|4.868880|4.812348|6.067440|5.306298|5.908184|4.899352|6.042900|5.097192|5.123443|5.261466|5.736330|5.569002|5.525261|4.999478|5.238461|5.398906|5.207417|5.113507|5.948496|5.660311|4.930415|4.911975|5.371977|5.517117|5.292282|5.444925|5.137409|5.021906|5.118316|5.427183|5.040737|5.704543|5.177594|5.459022|4.988017|5.937498|5.424525|5.678136|5.776375|5.506242|5.699856|5.755717|5.093291|5.732515|5.502791|4.947415|5.345946|5.550833|5.535492|5.100939|5.015529|6.196899|5.784543|5.225214|5.391480|4.692548|5.969370|5.316606|6.120692|5.143123|5.507614|5.915523|5.062749|5.512453|5.041886|5.805240|5.295129|6.055472|5.625680|4.994522|5.138347|5.619693|5.600161|5.162199|5.403971|5.922677|5.663086|5.326511|5.034121|5.237003|5.432291|4.917773|5.452786|5.108953|5.389416|4.424976|6.009397|5.259329|5.155591|5.069714|4.812835|5.468736|5.614644|5.192550|5.552047|5.393278|5.013007,
388076422,6034.01,2.5761759291679462,1.967141774078318,0.0223090541979765,164.23361586381978,11.318,0.558276,0.588183,4.64513,-0.0121106,3628.0,85.0,False,-18.936,-20.8902,90.0,5.2778,0.380009,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0006|-0.0018|-0.0054|-0.0162|-0.0486|-0.1356|-0.3186|-0.6008|-0.9438|-1.3098|-1.6787|-2.0429|-2.4002|-2.7503|-3.0936|-3.4304|-3.7611|-4.0861|-4.4058|-4.7204|-5.0303|-5.3356|-5.6366|-5.9334|-6.2263|-6.5154|-6.8009|-7.0828|-7.3614|-7.6368|-7.9091|-8.1783|-8.4446|-8.7081|-8.9689|-9.2270|-9.4825|-9.7356|-9.9862|-10.2344|-12.1315|-13.9086|-15.5847|-17.1738|-18.6870|-20.1330|-21.5189|-22.8508|-24.1336|-25.3715|-26.5683|-27.7270|-28.8507|-29.9416|-31.0020,2827.230070860437,0.044618108395953,9.924580878584314e-07,0.0002258542082418,0.0002535773501183,0.75,0.709,True,,5.304623|4.407415|4.826704|4.872084|5.168193|5.217562|5.167684|5.237032|5.022544|5.095220|6.156288|5.214568|6.437812|6.112372|4.692857|5.207290|5.989133|5.185684|5.943423|5.482628|5.015500|5.362364|5.384043|5.013726|5.061503|5.216741|5.795696|5.306827|6.152711|5.390834|5.444440|5.320705|5.098602|5.031756|5.432233|5.656996|5.503244|4.771239|4.678938|5.339411|4.925283|5.388153|4.750834|5.547357|5.164841|4.967918|5.333687|5.290479|5.543968|4.616556|5.528435|5.130045|4.955963|5.029278|5.187764|5.300797|4.475063|5.418159|4.657565|5.425708|5.254973|5.150796|5.316279|5.114612|6.007027|5.140151|5.159921|5.323122|5.203135|5.171564|5.355126|4.529223|4.984943|5.296979|5.550452|5.200753|5.317524|5.560266|5.517563|5.915975|5.074413|5.103736|5.193696|5.537794|5.050982|5.538594|5.343455|5.153550|5.649384|4.897596|5.461517|5.122688|4.906645|4.879306|5.572815|6.178683|5.061082|5.457906|5.150216|6.017447,
388089437,2546.01,2.1811719,0.7083837806131715,0.0137749050681374,28.71155611646521,7.607,1.14911,1.33219,4.2385,-0.0839674,6201.6,96.0,False,-11.3311,-13.3311,100.0,5.1696,0.288823,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0006|-0.0019|-0.0061|-0.0201|-0.0655|-0.1931|-0.4537|-0.8354|-1.2784|-1.7314|-2.1721|-2.5955|-3.0025|-3.3951|-3.7751|-4.1439|-4.5027|-4.8525|-5.1942|-5.5283|-5.8556|-6.1764|-6.4913|-6.8006|-7.1047|-7.4039|-7.6985|-7.9887|-8.2747|-8.5568|-8.8351|-9.1098|-9.3811|-9.6491|-9.9139|-10.1757|-10.4345|-10.6906|-10.9439|-11.1946|-13.1050|-14.8889|-16.5697|-18.1639|-19.6836|-21.1381|-22.5348|-23.8799|-25.1782|-26.4339|-27.6505|-28.8311|-29.9783|-31.0945|-32.1817,1492.363693905747,0.0275498101362748,1.880360305466436e-06,0.0012202046743136,0.0009943701115742,0.366,0.382,True,,5.428109|4.987520|5.192711|5.505964|4.741615|5.689503|5.398906|5.143749|5.213640|5.358439|4.620940|5.248121|5.085986|5.681849|5.964121|5.025945|5.123440|4.785204|5.298070|5.334001|5.690193|4.651847|4.956053|5.314616|4.988806|4.889517|5.356056|5.162741|5.106791|4.753004|5.431102|5.353254|5.242754|5.748967|5.488808|5.563663|5.091730|4.780540|5.151877|5.282912|4.768791|4.708719|4.950362|5.558118|4.977454|5.475372|4.937304|5.300585|4.934238|4.936927|5.683046|5.576046|5.219641|5.102410|5.352114|5.285540|5.136587|5.030629|5.193859|4.773069|5.335837|4.930459|4.882009|5.196184|4.876344|4.997014|5.059946|5.428934|4.951099|5.047580|4.821290|5.148485|5.420938|4.848922|5.475920|4.921847|5.031438|5.453019|4.996523|4.953242|5.016418|5.186905|5.290536|5.096515|5.028232|5.305611|4.816461|4.719976|4.782412|4.837375|5.634347|5.338303|5.344649|5.368111|5.305865|5.618610|5.527054|4.800091|5.603374|4.828461,
388104525,112.01,2.4998042901532265,2.10439499191061,0.0537028222761742,1095.3348050974128,13.245,1.05499,1.05341,4.41047,0.19521,5765.57,255.0,False,-28.6176,-30.6176,100.0,5.5132,0.29243,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0004|-0.0017|-0.0064|-0.0251|-0.0952|-0.2908|-0.6369|-1.0700|-1.5245|-1.9714|-2.4037|-2.8215|-3.2264|-3.6198|-4.0029|-4.3767|-4.7421|-5.0998|-5.4504|-5.7943|-6.1321|-6.4641|-6.7907|-7.1121|-7.4288|-7.7408|-8.0485|-8.3520|-8.6516|-8.9474|-9.2396|-9.5282|-9.8136|-10.0957|-10.3747|-10.6507|-10.9238|-11.1941|-13.2539|-15.1769|-16.9869|-18.7013|-20.3329|-21.8918|-23.3860|-24.8221|-26.2056|-27.5412|-28.8327|-30.0838|-31.2973|-32.4759|-33.6220,1327.4094044821047,0.1074056445523484,8.626385826303091e-08,5.782521945167336e-05,6.571385712495017e-05,0.682,0.613,True,,5.756049|5.030072|5.649535|5.871331|5.315106|5.498182|5.409564|6.142491|5.608069|5.927165|6.026014|5.299629|5.270141|5.287753|5.841237|5.361788|5.647045|5.437952|5.657179|5.414973|5.420382|5.333498|5.195872|5.016730|5.196609|5.717105|6.034597|5.913878|5.337021|5.317931|5.212566|5.573635|5.451536|5.623128|6.082332|5.413997|5.325685|5.665078|5.435664|5.522062|5.768116|6.162792|5.164899|5.314564|5.570393|5.557324|5.779766|5.734576|6.055123|5.615187|5.718622|5.073923|5.243789|5.529767|5.271217|5.672662|5.284213|5.480211|5.326804|5.410022|5.223764|5.532336|5.293060|5.788232|5.683117|5.654624|5.560600|5.341768|5.056031|6.069102|6.409390|5.256444|5.321557|5.000478|5.625183|5.732555|5.155384|5.767893|5.335264|5.206856|5.558803|5.554577|5.056913|5.684722|5.290643|5.877868|5.662527|5.746538|5.209855|5.829800|4.983168|5.683789|5.354338|5.076172|5.689111|5.472859|5.515552|5.412053|5.554853|5.116927,
388106759,810.01,28.30580914793876,6.945201650341857,0.0965372663061948,28.81060790631601,2.497,1.03278,1.24948,4.25055,-0.125011,5978.09,39.0,False,-10.8403,-12.8446,101.0,5.5792,0.291088,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0009|-0.0062|-0.0452|-0.2280|-0.5752|-0.9739|-1.3741|-1.7663|-2.1499|-2.5253|-2.8932|-3.2541|-3.6086|-3.9569|-4.2995|-4.6368|-4.9689|-5.2962|-5.6188|-5.9371|-6.2511|-6.5611|-6.8672|-7.1695|-7.4683|-7.7635|-8.0555|-8.3442|-8.6298|-8.9123|-9.1919|-9.4687|-9.7427|-10.0140|-10.2827|-10.5489|-12.5825|-14.4865|-16.2809|-17.9807|-19.5977|-21.1412|-22.6190|-24.0373|-25.4017|-26.7166|-27.9862|-29.2139|-30.4028|-31.5555|-32.6744,1332.2501899568358,0.1930745326123896,3.1458475170390566e-05,0.0017995731440037,0.002250362984651,0.14,0.126,True,,5.576048|5.452081|5.474300|5.645219|5.386937|5.491288|5.620928|5.681575|5.806399|5.665427|5.247463|5.684799|5.859010|5.334107|5.897122|5.877056|5.192243|5.373055|5.054440|5.318928|5.803803|5.447801|5.590937|5.289399|5.675223|5.971630|5.290201|5.369250|5.197674|5.724520|5.668342|5.748630|5.813214|5.065597|5.476247|5.248643|5.371920|5.452632|5.484058|5.409887|5.264285|5.547400|6.102708|5.530602|5.290421|5.742660|5.720775|5.681306|5.943928|5.487870|5.438664|5.528978|5.165518|5.347084|5.566807|5.428343|5.457218|5.692480|6.333653|5.421514|5.357307|5.539914|5.398985|5.495622|5.483019|5.672445|5.203682|6.102950|5.492063|5.306527|5.447312|6.073352|5.282809|5.584131|5.720247|5.661150|5.397517|5.883558|5.431006|5.737497|5.770696|5.414682|6.126529|5.273544|5.483922|5.744131|5.629970|5.672489|5.456449|5.599350|6.059802|5.448374|6.875938|5.381201|5.243797|6.384044|5.352236|5.700234|5.657773|5.945292,
388106759,810.02,90.84610815296526,81.3719012568724,0.2202825429337701,20.82688558848336,2.386,1.03278,1.24948,4.25055,-0.125011,5978.09,13.0,False,-7.5517,-9.556,101.0,6.0793,0.366185,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0001|-0.0004|-0.0010|-0.0027|-0.0080|-0.0238|-0.0715|-0.1958|-0.4405|-0.8031|-1.2356|-1.6784|-2.1000|-2.4969|-2.8734|-3.2333|-3.5797|-3.9146|-4.2394|-4.5554|-4.8635|-5.1643|-5.4586|-5.7469|-6.0295|-6.3070|-6.5796|-6.8477|-7.1115|-7.3712|-7.6270|-7.8793|-8.1280|-8.3734|-8.6157|-8.8550|-9.0913|-9.3249|-11.0948|-12.7346|-14.2706|-15.7205|-17.0972|-18.4105|-19.6679|-20.8755|-22.0383|-23.1604|-24.2453|-25.2960|-26.3151|-27.3049|-28.2673,1406.6768895633663,0.4405650858675402,0.0001627397693161,0.0030500964399996,0.0036323324911998,0.14,0.126,True,,5.729776|6.897653|6.160030|5.525051|5.617556|6.065232|5.680240|6.567684|5.327115|6.127151|5.653996|6.647335|5.714714|5.759316|6.637342|5.743139|5.674896|6.650783|5.729489|6.154901|6.553329|6.350797|6.146120|6.716820|5.932065|6.398443|6.155711|6.371124|5.742750|5.889845|5.846992|6.053436|6.044742|6.626196|5.840358|5.465941|6.135799|5.905070|5.807328|6.683267|6.082717|5.506561|6.650092|6.070517|6.428073|5.700006|6.276688|5.471498|5.848436|6.014583|6.214231|5.965314|5.912850|6.421079|5.582221|6.014163|6.636812|6.926659|6.002401|6.204486|5.795722|5.616427|5.893511|6.144278|6.267293|6.328246|6.195210|5.395411|5.958394|6.561132|6.372971|5.918935|6.240307|6.686026|6.397405|5.993339|6.301659|5.971991|6.828685|6.171020|6.177400|6.029211|6.335010|5.710197|6.023933|6.302190|5.564485|6.210502|5.602201|5.952559|6.112392|5.858125|5.833035|6.375442|6.642291|5.655871|6.200721|5.657472|6.150604|5.839380,
388130237,5151.01,92.1947495159364,5.003035973966365,0.0805008941798452,33.95523131398407,17.563,1.01515,0.97171,4.46351,0.115607,5682.4,4.0,False,-9.7178,-11.6816,92.0,7.9036,0.511885,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0007|-0.0088|-0.0918|-0.3800|-0.7553|-1.1361|-1.5121|-1.8825|-2.2475|-2.6073|-2.9621|-3.3121|-3.6575|-3.9984|-4.3350|-4.6674|-4.9957|-5.3202|-5.6408|-5.9578|-6.2712|-6.5812|-6.8878|-7.1911|-7.4913|-7.7883|-8.0823|-10.3219|-12.4071|-14.3619|-16.2046|-17.9495|-19.6082|-21.1900|-22.7027|-24.1531|-25.5466|-26.8882|-28.1821|-29.4319|-30.6409|-31.8119,2969.2015298333126,0.1610017883596904,0.000234368933191,0.0017842301958064,0.002584200461089,0.955,0.911,True,,8.191892|7.716145|8.149397|8.204777|7.710567|7.676738|8.204551|7.625660|7.739441|7.710567|7.490401|7.505519|7.912153|7.843365|7.803317|7.422025|9.892827|8.898184|7.773875|7.460924|7.713767|7.767707|7.588576|8.077956|7.341125|7.897972|7.939905|7.654004|7.735689|7.634496|7.729925|7.323197|7.794814|7.584902|7.518826|8.287403|8.043736|7.880939|7.630645|7.819142|7.816183|7.517119|9.966242|9.997284|7.719232|7.894969|7.709272|8.327977|8.413478|8.399614|7.824852|8.170234|7.780584|7.837883|7.709272|7.792600|7.880939|7.886410|7.969760|8.105752|7.715779|7.868148|7.909020|10.012009|8.247489|7.794472|7.409924|7.780944|7.811127|8.247328|7.584263|7.490049|7.847005|7.806499|7.655266|7.610258|8.017447|8.076700|7.341205|7.971162|7.640033|7.471307|8.010012|7.857217|7.857479|7.644980|7.632834|7.894969|7.659758|7.460924|8.229828|7.690859|7.856849|8.365499|8.710621|7.217245|7.553788|7.753648|7.204418|7.834494,
388198242,2224.01,0.50549602936448,0.3511222142550357,0.0134971987797592,154.56561232666513,5.16,0.832767,0.955686,4.38387,-0.0867368,5394.56,893.0,False,-19.1957,-21.2,101.0,5.0455,0.30484,-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0000|-0.0001|-0.0002|-0.0005|-0.0014|-0.0044|-0.0142|-0.0453|-0.1357|-0.3370|-0.6566|-1.0482|-1.4630|-1.8754|-2.2768|-2.6661|-3.0438|-3.4111|-3.7691|-4.1186|-4.4604|-4.7950|-5.1229|-5.4447|-5.7607|-6.0713|-6.3767|-6.6774|-6.9734|-7.2651|-7.5526|-7.8362|-8.1159|-8.3921|-8.6647|-8.9340|-9.2001|-9.4631|-9.7230|-9.9801|-10.2344|-10.4860|-10.7350|-10.9814|-12.8591|-14.6109|-16.2584|-17.8174|-19.2998|-20.7152|-22.0711|-23.3738|-24.6285|-25.8395|-27.0107|-28.1453|-29.2461|-30.3155|-31.3558,1325.6899318764931,0.0269943975595184,6.30864292833674e-08,0.0002082839792497,0.0002418501398945,0.367,0.356,True,,4.928837|4.873766|5.370016|5.662212|5.417905|5.101978|4.986880|5.458527|5.338352|5.421787|5.198383|4.593202|4.610068|5.221181|5.233130|4.896692|5.001576|5.172632|4.737450|5.379918|4.956576|5.123994|5.198128|4.988416|5.073356|4.933183|4.892274|4.706876|4.940300|4.614608|4.704732|4.739395|4.588142|4.801154|4.999892|4.975804|4.540540|4.554963|4.610995|5.495534|5.433481|4.806173|4.780069|5.106621|5.814802|4.810891|4.841910|4.860675|4.719534|5.121651|5.273113|5.203941|4.955368|5.020682|5.071873|5.468160|4.982337|5.531491|5.359503|5.239380|4.684064|4.909067|5.078752|4.461311|5.351663|4.461287|4.783572|5.259557|4.955514|5.451471|4.638124|4.995273|4.879791|5.146444|5.148855|5.088056|4.993880|5.436332|4.910634|5.005811|5.049063|5.152173|5.175616|5.674850|5.125783|4.919204|4.929795|4.848311|4.961196|4.697569|4.609021|4.966460|5.062037|5.611789|5.244492|4.680258|5.472520|5.239059|5.097678|5.952439,
